Id,Name,LastName,FirstName,Gender,RankName,Department,TotalArticleCount,TotalConfProcCount,TotalGrantCount,TotalPatentCount,TotalCourseCount,Race
16200,"DIMITRAKOPOULOS, GEORGIOS THEODOROS",DIMITRAKOPOULOS,GEORGIOS,Male,Other,Nuclear Science and Engineering,9,2,0,0,0,PCTWHITE
3235,"DRISCOLL, MICHAEL J",DRISCOLL,MICHAEL,Male,Other,Nuclear Science and Engineering,22,3,11,1,0,PCTWHITE
20365,"FENG, JINYONG",FENG,JINYONG,Female,Other,Nuclear Science and Engineering,12,4,0,0,0,PCTAPI
6390,"FORGET, BENOIT ROBERT YVES",FORGET,BENOIT,Male,Professor,Nuclear Science and Engineering,84,15,14,1,2,PCTWHITE
3260,"FORSBERG, CHARLES W",FORSBERG,CHARLES,Male,Other,Nuclear Science and Engineering,60,24,14,1,3,PCTWHITE
3255,"GOLAY, MICHAEL W",GOLAY,MICHAEL,Male,Professor,Nuclear Science and Engineering,13,2,13,0,1,PCTWHITE
19395,"GOMES LOUREIRO, NUNO F",GOMES LOUREIRO,NUNO,Female,Associate,Nuclear Science and Engineering,63,2,7,0,2,PCTWHITE
19395,"GOMES LOUREIRO, NUNO F",GOMES LOUREIRO,NUNO,Female,Associate,Physics,63,2,7,0,2,PCTWHITE
23670,"HAN, FEI",HAN,FEI,Female,Other,Nuclear Science and Engineering,140,4,0,0,0,PCTAPI
15250,"HARTWIG, ZACHARY SETH",HARTWIG,ZACHARY,Male,Assistant,Nuclear Science and Engineering,37,3,0,10,1,PCTWHITE
3220,"HU, LIN-WEN",HU,LIN-WEN,Female,Other,Nuclear Science and Engineering,76,22,10,1,0,PCTAPI
5540,"HUTCHINSON, IAN HORNER",HUTCHINSON,IAN,Female,Professor,Nuclear Science and Engineering,96,4,9,0,3,PCTWHITE
7495,"KEMP, RONALD S",KEMP,RONALD,Female,Associate,Nuclear Science and Engineering,17,2,0,0,1,PCTWHITE
5515,"LABOMBARD, BRIAN",LABOMBARD,BRIAN,Male,Other,Nuclear Science and Engineering,193,19,0,3,0,PCTWHITE
6395,"LANZA, RICHARD C",LANZA,RICHARD,Male,Other,Nuclear Science and Engineering,39,25,20,10,0,PCTWHITE
2295,"LESTER, RICHARD K",LESTER,RICHARD,Male,Professor,Nuclear Science and Engineering,14,0,1,0,0,PCTWHITE
23675,"LI, MINGDA",LI,MINGDA,Female,Assistant,Nuclear Science and Engineering,59,2,1,0,3,PCTAPI
23680,"PHILLIPS, BREN ANDREW",PHILLIPS,BREN,Female,Other,Nuclear Science and Engineering,9,2,2,2,0,PCTWHITE
23870,"RAM, ABHAY KUMAR",RAM,ABHAY,Male,Other,Nuclear Science and Engineering,40,14,5,0,0,PCTAPI
8205,"REYNOLDS, ELISABETH BECK",REYNOLDS,ELISABETH,Female,Other,Nuclear Science and Engineering,4,0,1,0,0,PCTWHITE
15425,"SHIRVAN, KOROUSH",SHIRVAN,KOROUSH,Female,Assistant,Nuclear Science and Engineering,59,6,13,2,2,PCTWHITE
1575,"SHORT, MICHAEL P",SHORT,MICHAEL,Male,Associate,Nuclear Science and Engineering,82,7,14,3,4,PCTWHITE
3275,"SMITH, KORD S",SMITH,KORD,Female,Other,Nuclear Science and Engineering,86,5,9,0,0,PCTWHITE
18305,"SO, KANGPYO",SO,KANGPYO,Female,Other,Nuclear Science and Engineering,32,1,0,0,0,PCTAPI
1600,"TODREAS, NEIL E",TODREAS,NEIL,Male,Other,Nuclear Science and Engineering,39,2,11,0,0,PCTWHITE
5520,"WHITE, ANNE E",WHITE,ANNE,Female,Professor,Nuclear Science and Engineering,128,8,10,1,0,PCTWHITE
5495,"WHYTE, DENNIS G",WHYTE,DENNIS,Male,Professor,Nuclear Science and Engineering,170,13,6,1,3,PCTWHITE
2675,"BAUTZ, MARSHALL W",BAUTZ,MARSHALL,Female,Other,Physics,110,85,42,1,0,PCTWHITE
6105,"BERTOZZI, WILLIAM",BERTOZZI,WILLIAM,Male,Other,Physics,74,5,5,2,0,PCTWHITE
5510,"BONOLI, PAUL T",BONOLI,PAUL,Male,Other,Physics,118,53,9,0,0,PCTWHITE
3550,"BROMBERG, LESLIE",BROMBERG,LESLIE,Male,Other,Physics,51,34,24,53,0,PCTWHITE
3115,"BUSZA, WIT",BUSZA,WIT,Female,Other,Physics,1055,11,0,0,0,PCTWHITE
3570,"CANIZARES, CLAUDE R",CANIZARES,CLAUDE,Male,Professor,Physics,45,5,69,0,0,PCTHISPANIC
3635,"CHAKRABARTY, DEEPTO",CHAKRABARTY,DEEPTO,Female,Professor,Physics,120,15,78,0,2,PCTAPI
14845,"CHECKELSKY, JOSEPH",CHECKELSKY,JOSEPH,Male,Associate,Physics,61,0,7,0,2,PCTWHITE
4690,"CHEN, MIN",CHEN,MIN,Female,Professor,Physics,100,13,1,7,0,PCTAPI
17870,"COMIN, RICCARDO",COMIN,RICCARDO,Male,Assistant,Physics,75,3,3,0,2,PCTWHITE
4700,"CONRAD, JANET MARIE",CONRAD,JANET,Female,Professor,Physics,415,15,17,0,2,PCTWHITE
23795,"COSTER, ANTHEA J",COSTER,ANTHEA,Female,Other,Physics,124,17,14,0,0,PCTWHITE
18405,"CROSSFIELD, IAN J M",CROSSFIELD,IAN,Female,Assistant,Physics,145,11,10,0,0,PCTWHITE
4305,"DETMOLD, WILLIAM",DETMOLD,WILLIAM,Male,Associate,Physics,97,167,4,0,3,PCTWHITE
5330,"ERICKSON, PHILIP J",ERICKSON,PHILIP,Male,Other,Physics,92,19,15,0,0,PCTWHITE
3055,"EVANS, MATTHEW J",EVANS,MATTHEW,Male,Associate,Physics,315,10,3,2,1,PCTWHITE
2470,"FISHER, PETER H",FISHER,PETER,Male,Professor,Physics,275,13,5,6,0,PCTWHITE
4705,"FORMAGGIO, JOSEPH A",FORMAGGIO,JOSEPH,Male,Professor,Physics,78,13,18,0,1,PCTWHITE
9230,"FOSTER, JOHN C",FOSTER,JOHN,Male,Other,Physics,82,14,22,0,0,PCTWHITE
10190,"FREBEL, ANNA L",FREBEL,ANNA,Female,Associate,Physics,138,26,10,0,2,PCTWHITE
23940,"FRENJE, JOHAN A",FRENJE,JOHAN,Female,Other,Physics,243,27,3,0,0,PCTWHITE
3145,"FRITSCHEL, PETER K",FRITSCHEL,PETER,Male,Other,Physics,262,8,3,2,0,PCTWHITE
5605,"FU, LIANG",FU,LIANG,Male,Associate,Physics,190,7,3,4,2,PCTAPI
1690,"GEDIK, NUH",GEDIK,NUH,Female,Professor,Physics,76,10,19,3,2,PCTWHITE
9635,"GORE, JEFF",GORE,JEFF,Female,Associate,Physics,74,1,7,0,2,PCTWHITE
4880,"GREENWALD, MARTIN J",GREENWALD,MARTIN,Female,Other,Physics,152,8,11,3,0,PCTWHITE
5175,"GUTH, ALAN",GUTH,ALAN,Male,Professor,Physics,160,1,0,0,2,PCTWHITE
15790,"HARRIS, PHILIP COLEMAN",HARRIS,PHILIP,Male,Assistant,Physics,1035,3,5,0,3,PCTWHITE
6985,"HARROW, ARAM W",HARROW,ARAM,Female,Associate,Physics,53,25,7,1,3,PCTWHITE
4020,"HEWITT, JACQUELINE N",HEWITT,JACQUELINE,Female,Professor,Physics,83,7,14,0,2,PCTWHITE
23820,"HUBBARD, AMANDA E",HUBBARD,AMANDA,Female,Other,Physics,149,18,6,0,0,PCTWHITE
5935,"HUGHES, SCOTT A",HUGHES,SCOTT,Male,Professor,Physics,69,8,10,0,1,PCTWHITE
23810,"IRBY, JAMES HENDERSON",IRBY,JAMES,Male,Other,Physics,80,9,2,3,0,PCTWHITE
1685,"JARILLO-HERRERO, PABLO",JARILLO-HERRERO,PABLO,Male,Professor,Physics,130,9,15,0,2,PCTWHITE
2065,"JOANNOPOULOS, JOHN",JOANNOPOULOS,JOHN,Male,Professor,Physics,270,125,27,88,0,PCTWHITE
2755,"JOHNSON, STEVEN G",JOHNSON,STEVEN,Male,Professor,Physics,209,71,3,18,1,PCTWHITE
22800,"JU, LONG",JU,LONG,Male,Assistant,Physics,88,2,1,1,1,PCTAPI
5160,"KAISER, DAVID I",KAISER,DAVID,Male,Professor,Physics,78,1,6,0,1,PCTWHITE
23745,"KARA, ERIN A",KARA,ERIN,Female,Assistant,Physics,92,8,12,0,1,PCTWHITE
3515,"KARDAR, MEHRAN",KARDAR,MEHRAN,Female,Professor,Physics,122,0,10,0,1,PCTWHITE
3105,"KATSAVOUNIDIS, EROTOKRITOS",KATSAVOUNIDIS,EROTOKRITOS,Female,Other,Physics,247,3,6,0,0,PCTWHITE
3885,"KETTERLE, WOLFGANG",KETTERLE,WOLFGANG,Female,Professor,Physics,111,15,45,0,2,PCTWHITE
5195,"KLEPPNER, DANIEL",KLEPPNER,DANIEL,Male,Other,Physics,40,2,17,2,0,PCTWHITE
3455,"KLUTE, MARKUS",KLUTE,MARKUS,Male,Associate,Physics,1180,16,5,0,2,PCTWHITE
6250,"LEE, PATRICK A",LEE,PATRICK,Male,Other,Physics,132,3,13,2,0,PCTWHITE
3460,"LEE, YEN-JIE",LEE,YEN-JIE,Female,Associate,Physics,1117,7,1,0,2,PCTWHITE
1825,"LEVITOV, LEONID",LEVITOV,LEONID,Female,Professor,Physics,121,2,2,1,2,PCTWHITE
3475,"LIU, HONG",LIU,HONG,Female,Professor,Physics,413,13,0,0,2,PCTAPI
3160,"LONSDALE, COLIN JOHN",LONSDALE,COLIN,Male,Other,Physics,145,25,32,0,0,PCTWHITE
5505,"MARMAR, EARL S",MARMAR,EARL,Female,Other,Physics,96,3,12,0,0,PCTWHITE
3575,"MARSHALL, HERMAN",MARSHALL,HERMAN,Male,Other,Physics,68,47,33,0,0,PCTWHITE
3100,"MAVALVALA, NERGIS",MAVALVALA,NERGIS,Female,Professor,Physics,270,12,7,0,0,PCTWHITE
5320,"MCDONALD, MICHAEL A",MCDONALD,MICHAEL,Male,Assistant,Physics,131,7,27,0,1,PCTWHITE
4695,"MILNER, RICHARD G",MILNER,RICHARD,Male,Professor,Physics,96,25,25,0,3,PCTWHITE
4325,"MIRNY, LEONID A",MIRNY,LEONID,Female,Professor,Physics,110,1,18,0,1,PCTWHITE
4245,"MOODERA, JAGADEESH",MOODERA,JAGADEESH,Female,Other,Physics,159,2,34,6,0,PCTWHITE
4295,"NEGELE, JOHN W",NEGELE,JOHN,Male,Other,Physics,54,65,8,0,0,PCTWHITE
2480,"PAUS, CHRISTOPH M. E",PAUS,CHRISTOPH,Female,Professor,Physics,1506,59,8,0,3,PCTWHITE
18420,"PEREZ, KERSTIN M",PEREZ,KERSTIN,Female,Assistant,Physics,271,9,2,0,0,PCTHISPANIC
6385,"PETRASSO, RICHARD D",PETRASSO,RICHARD,Male,Other,Physics,246,22,47,0,0,PCTWHITE
5525,"PORKOLAB, MIKLOS",PORKOLAB,MIKLOS,Female,Other,Physics,103,24,13,0,0,PCTWHITE
8925,"PRIGOZHIN, GREGORY",PRIGOZHIN,GREGORY,Male,Other,Physics,31,39,1,0,0,PCTWHITE
2120,"PRITCHARD, DAVID E",PRITCHARD,DAVID,Male,Professor,Physics,60,29,33,0,2,PCTWHITE
3480,"RAJAGOPAL, KRISHNA",RAJAGOPAL,KRISHNA,Female,Professor,Physics,70,11,1,0,0,PCTAPI
6155,"RAPPAPORT, SAUL A",RAPPAPORT,SAUL,Female,Other,Physics,105,2,21,0,0,PCTWHITE
6350,"REDWINE, ROBERT P",REDWINE,ROBERT,Male,Professor,Physics,75,4,21,0,0,PCTWHITE
3560,"REMILLARD, RONALD A",REMILLARD,RONALD,Female,Other,Physics,111,18,22,0,0,PCTWHITE
23825,"RICE, JOHN E",RICE,JOHN,Male,Other,Physics,153,12,4,0,0,PCTWHITE
2095,"RICHARDSON, JOHN D",RICHARDSON,JOHN,Male,Other,Physics,140,18,27,0,0,PCTWHITE
6620,"RICKER, GEORGE R",RICKER,GEORGE,Male,Other,Physics,171,13,32,0,0,PCTWHITE
3445,"ROLAND, GUNTHER M",ROLAND,GUNTHER,Female,Professor,Physics,1135,19,4,0,2,PCTWHITE
7365,"SCHATTENBURG, MARK L",SCHATTENBURG,MARK,Male,Other,Physics,36,68,34,6,0,PCTWHITE
5335,"SCHECHTER, PAUL L",SCHECHTER,PAUL,Male,Other,Physics,41,10,15,0,0,PCTWHITE
3210,"SHOEMAKER, DAVID H",SHOEMAKER,DAVID,Male,Other,Physics,249,10,6,0,0,PCTWHITE
6605,"SIMCOE, ROBERT A",SIMCOE,ROBERT,Male,Professor,Physics,62,17,16,0,0,PCTWHITE
4255,"SOLJACIC, MARIN",SOLJACIC,MARIN,Male,Professor,Physics,235,157,10,73,2,PCTWHITE
6760,"STEWART, IAIN W",STEWART,IAIN,Female,Professor,Physics,105,21,2,0,2,PCTWHITE
3110,"TAYLOR, WASHINGTON",TAYLOR,WASHINGTON,Female,Professor,Physics,109,3,0,0,2,PCTWHITE
5165,"TEGMARK, MAX ERIK",TEGMARK,MAX,Male,Professor,Physics,144,10,5,1,2,PCTWHITE
6920,"TEMKIN, RICHARD J",TEMKIN,RICHARD,Male,Other,Physics,119,143,38,1,0,PCTWHITE
23800,"TERRY, JAMES L",TERRY,JAMES,Male,Other,Physics,170,8,3,0,0,PCTWHITE
6750,"THALER, JESSE",THALER,JESSE,Female,Associate,Physics,120,4,5,0,2,PCTWHITE
6765,"TODADRI, SENTHIL",TODADRI,SENTHIL,Female,Professor,Physics,122,1,10,0,2,PCTWHITE
15265,"VITALE, SALVATORE",VITALE,SALVATORE,Male,Assistant,Physics,220,12,2,0,2,PCTWHITE
14795,"VOGELSBERGER, MARK",VOGELSBERGER,MARK,Male,Associate,Physics,220,5,8,0,2,PCTWHITE
2595,"VULETIC, VLADAN",VULETIC,VLADAN,Female,Professor,Physics,109,23,33,3,2,PCTWHITE
3040,"WEISS, RAINER",WEISS,RAINER,Male,Other,Physics,240,2,1,0,0,PCTWHITE
3870,"WEN, XIAO-GANG",WEN,XIAO-GANG,Female,Professor,Physics,158,2,10,0,2,PCTAPI
7670,"WILCZEK, FRANK",WILCZEK,FRANK,Male,Professor,Physics,127,6,0,0,1,PCTWHITE
3490,"WILLIAMS, MICHAEL",WILLIAMS,MICHAEL,Male,Associate,Physics,769,22,12,0,1,PCTWHITE
14775,"WINSLOW, LINDLEY",WINSLOW,LINDLEY,Female,Assistant,Physics,88,23,5,0,1,PCTWHITE
23785,"WUKITCH, STEPHEN JAMES",WUKITCH,STEPHEN,Male,Other,Physics,145,45,4,0,0,PCTWHITE
3450,"WYSLOUCH, BOLESLAW",WYSLOUCH,BOLESLAW,Male,Professor,Physics,1053,10,35,0,0,PCTWHITE
3890,"ZWIERLEIN, MARTIN WOLFRAM",ZWIERLEIN,MARTIN,Female,Professor,Physics,57,5,16,0,2,PCTWHITE
